objectid,filename,title-es,creator,description-es,date,locations_es,location_first_#NAME?,location_first_es,latitude_first,longitude_first,location_second_#NAME?,location_second_es,latitude_second,longitude_second,location_third_#NAME?,location_third_es,latitude_third,longitude_third,location_fourth_#NAME?,location_fourth_es,latitude_fourth,longitude_fourth,subject-es,language,source,format,type,rights,rightsstatement,vimeoid,youtubeid,#NAME?,#NAME?,#NAME?,#NAME?,gender-strategy,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,LND_or_LNI,#NAME?,#NAME?,#NAME?,#NAME?,university-collection,parentid,image_thumb,embedding_webpage
Putxxxs,https://www.facebook.com/zinebiosis/posts/pfbid0TpUQUjycidV8Nb1Hh2UspTKbvrg8womFF2DBySxEeHDzUASoXCdhRbHhw9JsQ9A8l,Putxxxs,Profundo Ediciones;Muluk Fotografía,,2017,Argentina,,Argentina,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Putxxxs,"2017 is an estimate of publication date. This features a poem and pictures taken between 2016 and 2017 of Argentinian sex workers. The document does not state explicitly the gender identity of the sex workers featured in the images. The images suggests the presence of cis women sex workers and transfeminine/marica/travesti sex workers, using the gender-inclusive neomorpheme -x to suggest a variety of gender identities within the category ""putx"" [whore]. The use of xxx intertwines the gender-inclusive neomorpheme -x with the internet tag xxx for pornography and sex-related websites. ",Argentina,Fanzine,letra-x,Putxxxs,"2017 is an estimate of publication date. This features a poem and pictures taken between 2016 and 2017 of Argentinian sex workers. The document does not state explicitly the gender identity of the sex workers featured in the images. The images suggests the presence of cis women sex workers and transfeminine/marica/travesti sex workers, using the gender-inclusive neomorpheme -x to suggest a variety of gender identities within the category ""putx"" [whore]. The use of xxx intertwines the gender-inclusive neomorpheme -x with the internet tag xxx for pornography and sex-related websites. ",Argentina,Fanzine,Putxxxs,"2017 is an estimate of publication date. This features a poem and pictures taken between 2016 and 2017 of Argentinian sex workers. The document does not state explicitly the gender identity of the sex workers featured in the images. The images suggests the presence of cis women sex workers and transfeminine/marica/travesti sex workers, using the gender-inclusive neomorpheme -x to suggest a variety of gender identities within the category ""putx"" [whore]. The use of xxx intertwines the gender-inclusive neomorpheme -x with the internet tag xxx for pornography and sex-related websites. ",Argentina,Fanzine,,Putxxxs,"2017 is an estimate of publication date. This features a poem and pictures taken between 2016 and 2017 of Argentinian sex workers. The document does not state explicitly the gender identity of the sex workers featured in the images. The images suggests the presence of cis women sex workers and transfeminine/marica/travesti sex workers, using the gender-inclusive neomorpheme -x to suggest a variety of gender identities within the category ""putx"" [whore]. The use of xxx intertwines the gender-inclusive neomorpheme -x with the internet tag xxx for pornography and sex-related websites. ",Argentina,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
breveantologiacuentosinfantilesprohibidos,,Breve Antología de Cuentos Infantiles Prohibidos en la Última Dictatura Militar Argentina,Livertà Ediciones,,2018,Argentina,,Argentina,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Breve Antología de Cuentos Infantiles Prohibidos en la Última Dictatura Militar Argentina,"This historical compilation of short stores that were censored during the Argentinian military dictatorship (1976-1983) includes gender-inclusive neomorpheme like -x in the foreword and introduction of the edition published in 2018. These more recent texts contrast with the 20th century texts in the text, as they include these neomorphemes. ",Argentina,Fanzine,letra-x,Breve Antología de Cuentos Infantiles Prohibidos en la Última Dictatura Militar Argentina,"This historical compilation of short stores that were censored during the Argentinian military dictatorship (1976-1983) includes gender-inclusive neomorpheme like -x in the foreword and introduction of the edition published in 2018. These more recent texts contrast with the 20th century texts in the text, as they include these neomorphemes. ",Argentina,Fanzine,Breve Antología de Cuentos Infantiles Prohibidos en la Última Dictatura Militar Argentina,"This historical compilation of short stores that were censored during the Argentinian military dictatorship (1976-1983) includes gender-inclusive neomorpheme like -x in the foreword and introduction of the edition published in 2018. These more recent texts contrast with the 20th century texts in the text, as they include these neomorphemes. ",Argentina,Fanzine,,Breve Antología de Cuentos Infantiles Prohibidos en la Última Dictatura Militar Argentina,"This historical compilation of short stores that were censored during the Argentinian military dictatorship (1976-1983) includes gender-inclusive neomorpheme like -x in the foreword and introduction of the edition published in 2018. These more recent texts contrast with the 20th century texts in the text, as they include these neomorphemes. ",Argentina,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
notengofuerzaspararendirme,,No tengo fuerzas para rendirme: Saberes desde la revuelta en Shile,Dystopica.org;@RevistaSimbiosisDos;MuseoCenizaGalaxia.wordpress.com;@JoseMiguelRaya,,2019,Buenos Aires;Argentina,,Buenos Aires,,,,Argentina,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,No tengo fuerzas para rendirme: Saberes desde la revuelta en Shile,Utilizes gender-inclusive neomorpheme -x ,Buenos Aires;Argentina,Fanzine,letra-x,No tengo fuerzas para rendirme: Saberes desde la revuelta en Shile,Utilizes gender-inclusive neomorpheme -x ,Buenos Aires;Argentina,Fanzine,No tengo fuerzas para rendirme: Saberes desde la revuelta en Shile,Utilizes gender-inclusive neomorpheme -x ,Buenos Aires;Argentina,Fanzine,,No tengo fuerzas para rendirme: Saberes desde la revuelta en Shile,Utilizes gender-inclusive neomorpheme -x ,Buenos Aires;Argentina,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
extranasnoches2,,"Extrañas Noches: Revista de Literatura Visceral (Año 1, No 2)",Ediciones Frenéticos Danzantes;Marina Klein,,2016,Buenos Aires;Argentina,,Buenos Aires,,,,Argentina,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,"Extrañas Noches: Revista de Literatura Visceral (Año 1, No 2)","This volume features the text ""kumbia i anarkia"" by Nicolás Lupo, where the author writes to mimic the phonetic resemblence of the Argentinian spoken Spanish and internet abbreviations. When referring to the human animal (""lx animal umanx""), the author opts for using the neomorpheme -x to break the binary gendering effect of language. ",Buenos Aires;Argentina,Fanzine,letra-x,"Extrañas Noches: Revista de Literatura Visceral (Año 1, No 2)","This volume features the text ""kumbia i anarkia"" by Nicolás Lupo, where the author writes to mimic the phonetic resemblence of the Argentinian spoken Spanish and internet abbreviations. When referring to the human animal (""lx animal umanx""), the author opts for using the neomorpheme -x to break the binary gendering effect of language. ",Buenos Aires;Argentina,Fanzine,"Extrañas Noches: Revista de Literatura Visceral (Año 1, No 2)","This volume features the text ""kumbia i anarkia"" by Nicolás Lupo, where the author writes to mimic the phonetic resemblence of the Argentinian spoken Spanish and internet abbreviations. When referring to the human animal (""lx animal umanx""), the author opts for using the neomorpheme -x to break the binary gendering effect of language. ",Buenos Aires;Argentina,Fanzine,,"Extrañas Noches: Revista de Literatura Visceral (Año 1, No 2)","This volume features the text ""kumbia i anarkia"" by Nicolás Lupo, where the author writes to mimic the phonetic resemblence of the Argentinian spoken Spanish and internet abbreviations. When referring to the human animal (""lx animal umanx""), the author opts for using the neomorpheme -x to break the binary gendering effect of language. ",Buenos Aires;Argentina,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
extranasnoches3,,"Extrañas Noches: Revista de Literatura Visceral (Año 1, No 3)",Ediciones Frenéticos Danzantes;Marina Klein,,2016,Argentina,,Argentina,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,"Extrañas Noches: Revista de Literatura Visceral (Año 1, No 3)","This volume features the text ""kumbia i anarkia 1.2,"" a continuation of previous essays published by Nicolás Lupo in throughout the different editions of the zine. In the text, Lupo writes to mimic the phonetic resemblence of the Argentinian spoken Spanish and internet abbreviations. Gendered prepositions, pronouns, nouns, and adjectives are written in gender-inclusive Spanish through the use of the neomorpheme -x. ",Argentina,Fanzine,letra-x,"Extrañas Noches: Revista de Literatura Visceral (Año 1, No 3)","This volume features the text ""kumbia i anarkia 1.2,"" a continuation of previous essays published by Nicolás Lupo in throughout the different editions of the zine. In the text, Lupo writes to mimic the phonetic resemblence of the Argentinian spoken Spanish and internet abbreviations. Gendered prepositions, pronouns, nouns, and adjectives are written in gender-inclusive Spanish through the use of the neomorpheme -x. ",Argentina,Fanzine,"Extrañas Noches: Revista de Literatura Visceral (Año 1, No 3)","This volume features the text ""kumbia i anarkia 1.2,"" a continuation of previous essays published by Nicolás Lupo in throughout the different editions of the zine. In the text, Lupo writes to mimic the phonetic resemblence of the Argentinian spoken Spanish and internet abbreviations. Gendered prepositions, pronouns, nouns, and adjectives are written in gender-inclusive Spanish through the use of the neomorpheme -x. ",Argentina,Fanzine,,"Extrañas Noches: Revista de Literatura Visceral (Año 1, No 3)","This volume features the text ""kumbia i anarkia 1.2,"" a continuation of previous essays published by Nicolás Lupo in throughout the different editions of the zine. In the text, Lupo writes to mimic the phonetic resemblence of the Argentinian spoken Spanish and internet abbreviations. Gendered prepositions, pronouns, nouns, and adjectives are written in gender-inclusive Spanish through the use of the neomorpheme -x. ",Argentina,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
extranasnoches4,,"Extrañas Noches: Revista de Literatura Visceral (Año 2, No 4)",Ediciones Frenéticos Danzantes;Marina Klein,,2017,Argentina,,Argentina,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,"Extrañas Noches: Revista de Literatura Visceral (Año 2, No 4)","This volume features the text ""kumbia i anarkia 1.3,"" a continuation of previous essays published by Nicolás Lupo in throughout the different editions of the zine. In the text, Lupo writes to mimic the phonetic resemblence of the Argentinian spoken Spanish and internet abbreviations. Gendered prepositions, pronouns, nouns, and adjectives are written in gender-inclusive Spanish through the use of the neomorpheme -x. ",Argentina,Fanzine,letra-x,"Extrañas Noches: Revista de Literatura Visceral (Año 2, No 4)","This volume features the text ""kumbia i anarkia 1.3,"" a continuation of previous essays published by Nicolás Lupo in throughout the different editions of the zine. In the text, Lupo writes to mimic the phonetic resemblence of the Argentinian spoken Spanish and internet abbreviations. Gendered prepositions, pronouns, nouns, and adjectives are written in gender-inclusive Spanish through the use of the neomorpheme -x. ",Argentina,Fanzine,"Extrañas Noches: Revista de Literatura Visceral (Año 2, No 4)","This volume features the text ""kumbia i anarkia 1.3,"" a continuation of previous essays published by Nicolás Lupo in throughout the different editions of the zine. In the text, Lupo writes to mimic the phonetic resemblence of the Argentinian spoken Spanish and internet abbreviations. Gendered prepositions, pronouns, nouns, and adjectives are written in gender-inclusive Spanish through the use of the neomorpheme -x. ",Argentina,Fanzine,,"Extrañas Noches: Revista de Literatura Visceral (Año 2, No 4)","This volume features the text ""kumbia i anarkia 1.3,"" a continuation of previous essays published by Nicolás Lupo in throughout the different editions of the zine. In the text, Lupo writes to mimic the phonetic resemblence of the Argentinian spoken Spanish and internet abbreviations. Gendered prepositions, pronouns, nouns, and adjectives are written in gender-inclusive Spanish through the use of the neomorpheme -x. ",Argentina,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
Feroz2,,Feroz (No 2),Feroz Fanzine,,2017,Argentina,,Argentina,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Feroz (No 2),"Published approximately in 2017, this feminist zine features a page intertwining gender-inclusive Spanish written with the neomorphemes -x (e.g. ""algunx"") and -e (e.g. ""todes""), and the omission of gendered language as in ""el código es uno y es muy simple: el respeto por el deseo de cada quien que no se avasalla nunca bajo ninguna circunstancia."" ",Argentina,Fanzine,letra-x;letra-e,Feroz (No 2),"Published approximately in 2017, this feminist zine features a page intertwining gender-inclusive Spanish written with the neomorphemes -x (e.g. ""algunx"") and -e (e.g. ""todes""), and the omission of gendered language as in ""el código es uno y es muy simple: el respeto por el deseo de cada quien que no se avasalla nunca bajo ninguna circunstancia."" ",Argentina,Fanzine,Feroz (No 2),"Published approximately in 2017, this feminist zine features a page intertwining gender-inclusive Spanish written with the neomorphemes -x (e.g. ""algunx"") and -e (e.g. ""todes""), and the omission of gendered language as in ""el código es uno y es muy simple: el respeto por el deseo de cada quien que no se avasalla nunca bajo ninguna circunstancia."" ",Argentina,Fanzine,,Feroz (No 2),"Published approximately in 2017, this feminist zine features a page intertwining gender-inclusive Spanish written with the neomorphemes -x (e.g. ""algunx"") and -e (e.g. ""todes""), and the omission of gendered language as in ""el código es uno y es muy simple: el respeto por el deseo de cada quien que no se avasalla nunca bajo ninguna circunstancia."" ",Argentina,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
queeselsqurting,https://tienda.kinkyvibe.ar/productos/que-es-el-squirting-o-eyaculacion-vaginal-version-digital/,¿Qué es el Squirting? O Eyaculación Vaginal,Kinky Vibe;Femimutancia,,2019,Argentina,,Argentina,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,¿Qué es el Squirting? O Eyaculación Vaginal,"Educational zine on squirting using the comic format. The comic depicts a group of characters talking about squirting, as one responds ""En realidad, no están tan equivocadxs."" The use of the gender-inclusive neomorpheme -x suggests that not all people with a vagina will go be a woman or go by feminine pronouns, as the interlocutors of the zine. ",Argentina,Fanzine,letra-x,¿Qué es el Squirting? O Eyaculación Vaginal,"Educational zine on squirting using the comic format. The comic depicts a group of characters talking about squirting, as one responds ""En realidad, no están tan equivocadxs."" The use of the gender-inclusive neomorpheme -x suggests that not all people with a vagina will go be a woman or go by feminine pronouns, as the interlocutors of the zine. ",Argentina,Fanzine,¿Qué es el Squirting? O Eyaculación Vaginal,"Educational zine on squirting using the comic format. The comic depicts a group of characters talking about squirting, as one responds ""En realidad, no están tan equivocadxs."" The use of the gender-inclusive neomorpheme -x suggests that not all people with a vagina will go be a woman or go by feminine pronouns, as the interlocutors of the zine. ",Argentina,Fanzine,,¿Qué es el Squirting? O Eyaculación Vaginal,"Educational zine on squirting using the comic format. The comic depicts a group of characters talking about squirting, as one responds ""En realidad, no están tan equivocadxs."" The use of the gender-inclusive neomorpheme -x suggests that not all people with a vagina will go be a woman or go by feminine pronouns, as the interlocutors of the zine. ",Argentina,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
asexualidadvol1,https://tienda.kinkyvibe.ar/productos/asexualidad-una-pequena-guia-volumen-1-version-digital/,Asexualidad: una pequeña guía (vol. 1),Kinky Vibe;Tallarines con Tuco,,2019,Argentina,,Argentina,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Asexualidad: una pequeña guía (vol. 1),"Educational zine on asexuality. Authors have utilized gender-inclusive neomorphemes like -x (e.g. ""nuestrxs invitadxs"") and regular spanish grammar (e.g. ""vínculo romántico con alguien"").",Argentina,Fanzine,letra-x,Asexualidad: una pequeña guía (vol. 1),"Educational zine on asexuality. Authors have utilized gender-inclusive neomorphemes like -x (e.g. ""nuestrxs invitadxs"") and regular spanish grammar (e.g. ""vínculo romántico con alguien"").",Argentina,Fanzine,Asexualidad: una pequeña guía (vol. 1),"Educational zine on asexuality. Authors have utilized gender-inclusive neomorphemes like -x (e.g. ""nuestrxs invitadxs"") and regular spanish grammar (e.g. ""vínculo romántico con alguien"").",Argentina,Fanzine,Indirect Non-Binary Language;Direct Non-Binary Language,Asexualidad: una pequeña guía (vol. 1),"Educational zine on asexuality. Authors have utilized gender-inclusive neomorphemes like -x (e.g. ""nuestrxs invitadxs"") and regular spanish grammar (e.g. ""vínculo romántico con alguien"").",Argentina,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
asexualidadvol2,https://tienda.kinkyvibe.ar/productos/asexualidad-una-pequena-guia-volumen-2-version-digital/,Asexualidad: una pequeña guía (vol. 2: preguntas frecuentes),Kinky Vibe;Tallarines con Tuco,,2019,Argentina,,Argentina,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Asexualidad: una pequeña guía (vol. 2: preguntas frecuentes),"Educational zine on asexuality. Authors have utilized gender-inclusive neomorphemes like -e (e.g. ""mi compañere"" p. 17) and regular spanish grammar (e.g. ""las personas ace"" in p. 8).",Argentina,Fanzine,letra-e,Asexualidad: una pequeña guía (vol. 2: preguntas frecuentes),"Educational zine on asexuality. Authors have utilized gender-inclusive neomorphemes like -e (e.g. ""mi compañere"" p. 17) and regular spanish grammar (e.g. ""las personas ace"" in p. 8).",Argentina,Fanzine,Asexualidad: una pequeña guía (vol. 2: preguntas frecuentes),"Educational zine on asexuality. Authors have utilized gender-inclusive neomorphemes like -e (e.g. ""mi compañere"" p. 17) and regular spanish grammar (e.g. ""las personas ace"" in p. 8).",Argentina,Fanzine,,Asexualidad: una pequeña guía (vol. 2: preguntas frecuentes),"Educational zine on asexuality. Authors have utilized gender-inclusive neomorphemes like -e (e.g. ""mi compañere"" p. 17) and regular spanish grammar (e.g. ""las personas ace"" in p. 8).",Argentina,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
sitocamosauno,https://sitocamosaunorespondentodos.wordpress.com/,"Si tocamos a uno, responden todos: Herramientas de autodefensa feminista para desarticular la complicidad machista",,,,Argentina,,Argentina,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,"Si tocamos a uno, responden todos: Herramientas de autodefensa feminista para desarticular la complicidad machista",,Argentina,Fanzine,letra-x,"Si tocamos a uno, responden todos: Herramientas de autodefensa feminista para desarticular la complicidad machista",,Argentina,Fanzine,"Si tocamos a uno, responden todos: Herramientas de autodefensa feminista para desarticular la complicidad machista",,Argentina,Fanzine,,"Si tocamos a uno, responden todos: Herramientas de autodefensa feminista para desarticular la complicidad machista",,Argentina,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
brujxaborterx,,Brujx Aborterx Vagx y Drogadictx,Fisiòn Ciruja,,2020,Buenos Aires;Argentina,,Buenos Aires,,,,Argentina,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Brujx Aborterx Vagx y Drogadictx,,Buenos Aires;Argentina,Fanzine,letra-x,Brujx Aborterx Vagx y Drogadictx,,Buenos Aires;Argentina,Fanzine,Brujx Aborterx Vagx y Drogadictx,,Buenos Aires;Argentina,Fanzine,,Brujx Aborterx Vagx y Drogadictx,,Buenos Aires;Argentina,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
humedxsyreventadxs,,Húmedxs y Reventadxs,Pablo García ,,2019,Montevideo;Uruguay,,Montevideo,,,,Uruguay,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Húmedxs y Reventadxs,"Chapbook featuring Uruguayan poetry that uses both the neomorphemes -x (as ""reventadxs"" in the title) and -e (as in ""les amigues"" p. 6) to encompass gender-inclusive Spanish. Belongs to the MIS 15 folder in the Box 3. ",Montevideo;Uruguay,Fanzine,letra-x;letra-e,Húmedxs y Reventadxs,"Chapbook featuring Uruguayan poetry that uses both the neomorphemes -x (as ""reventadxs"" in the title) and -e (as in ""les amigues"" p. 6) to encompass gender-inclusive Spanish. Belongs to the MIS 15 folder in the Box 3. ",Montevideo;Uruguay,Fanzine,Húmedxs y Reventadxs,"Chapbook featuring Uruguayan poetry that uses both the neomorphemes -x (as ""reventadxs"" in the title) and -e (as in ""les amigues"" p. 6) to encompass gender-inclusive Spanish. Belongs to the MIS 15 folder in the Box 3. ",Montevideo;Uruguay,Fanzine,,Húmedxs y Reventadxs,"Chapbook featuring Uruguayan poetry that uses both the neomorphemes -x (as ""reventadxs"" in the title) and -e (as in ""les amigues"" p. 6) to encompass gender-inclusive Spanish. Belongs to the MIS 15 folder in the Box 3. ",Montevideo;Uruguay,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
escuchaanarquista,https://edicioneslasocial.wordpress.com/wp-content/uploads/2017/04/escucha-anarquista1.pdf,¡Escucha Anarquista! Despensando el Anarquismo desde el Tercer Mundo,Guadalupe Rivera,,2016,Mexico,,Mexico,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,¡Escucha Anarquista! Despensando el Anarquismo desde el Tercer Mundo,"Published by Ediciones La Social, this anarquist manifesto utilizes the gender-inclusive neomorpheme -x (e.g. ""como muchxs piensan"" in p. 17) to underscore that its subject cannot be encompassed by a normative gender binary. Box 2 Mex 43",Mexico,Fanzine,letra-x,¡Escucha Anarquista! Despensando el Anarquismo desde el Tercer Mundo,"Published by Ediciones La Social, this anarquist manifesto utilizes the gender-inclusive neomorpheme -x (e.g. ""como muchxs piensan"" in p. 17) to underscore that its subject cannot be encompassed by a normative gender binary. Box 2 Mex 43",Mexico,Fanzine,¡Escucha Anarquista! Despensando el Anarquismo desde el Tercer Mundo,"Published by Ediciones La Social, this anarquist manifesto utilizes the gender-inclusive neomorpheme -x (e.g. ""como muchxs piensan"" in p. 17) to underscore that its subject cannot be encompassed by a normative gender binary. Box 2 Mex 43",Mexico,Fanzine,,¡Escucha Anarquista! Despensando el Anarquismo desde el Tercer Mundo,"Published by Ediciones La Social, this anarquist manifesto utilizes the gender-inclusive neomorpheme -x (e.g. ""como muchxs piensan"" in p. 17) to underscore that its subject cannot be encompassed by a normative gender binary. Box 2 Mex 43",Mexico,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
eetsatom,,"Ëëts, atom: Algunos apuntos sobre la identidad indígena",Yásnaya Elena Aguilar Gil,,2018,Ciudad de México;Mexico,,Ciudad de México,,,,Mexico,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,"Ëëts, atom: Algunos apuntos sobre la identidad indígena","The author opens the first essay of this zine evoking the gender-inclusive expression ""una persona."" The essay discusses about language without using any specific gendering suffix whenever approaching to people, using exclusively gender-inclusive terms like ""la persona"" or ""las personas"" (p. 4)",Ciudad de México;Mexico,Fanzine,,"Ëëts, atom: Algunos apuntos sobre la identidad indígena","The author opens the first essay of this zine evoking the gender-inclusive expression ""una persona."" The essay discusses about language without using any specific gendering suffix whenever approaching to people, using exclusively gender-inclusive terms like ""la persona"" or ""las personas"" (p. 4)",Ciudad de México;Mexico,Fanzine,"Ëëts, atom: Algunos apuntos sobre la identidad indígena","The author opens the first essay of this zine evoking the gender-inclusive expression ""una persona."" The essay discusses about language without using any specific gendering suffix whenever approaching to people, using exclusively gender-inclusive terms like ""la persona"" or ""las personas"" (p. 4)",Ciudad de México;Mexico,Fanzine,Indirect Non-Binary Spanish,"Ëëts, atom: Algunos apuntos sobre la identidad indígena","The author opens the first essay of this zine evoking the gender-inclusive expression ""una persona."" The essay discusses about language without using any specific gendering suffix whenever approaching to people, using exclusively gender-inclusive terms like ""la persona"" or ""las personas"" (p. 4)",Ciudad de México;Mexico,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
lesbianario,https://www.somosvoces.com.mx/libro/lesbianario_12743,Lesbianario,Andrea Fuego,,2020,Mexico,,Mexico,,,,,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Lesbianario,"The author utilizes the gender-inclusive neomorpheme -x as in ""todxs"" and ""nosotrxs"" (n.p.)",Mexico,Fanzine,letra-x,Lesbianario,"The author utilizes the gender-inclusive neomorpheme -x as in ""todxs"" and ""nosotrxs"" (n.p.)",Mexico,Fanzine,Lesbianario,"The author utilizes the gender-inclusive neomorpheme -x as in ""todxs"" and ""nosotrxs"" (n.p.)",Mexico,Fanzine,,Lesbianario,"The author utilizes the gender-inclusive neomorpheme -x as in ""todxs"" and ""nosotrxs"" (n.p.)",Mexico,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
tibaduhuiini,,Ti badu huiini rinií Diidxa Za: Una criaturita que habla Zapoteco,Miguel Toledo,,2018,Valle de Meztli-Xico;Mexico,,Valle de Meztli-Xico,,,,Mexico,,,,,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Ti badu huiini rinií Diidxa Za: Una criaturita que habla Zapoteco,"The author utilizes the gender-inclusive neomorpheme -e and -x to demonstrate how the grammatical gender system of Zapoteco is not commensurable with the binary grammatical gender system of Spanish. Therefore, several gendered words are written in Spanish with gender-inclusive neomorphemes.",Valle de Meztli-Xico;Mexico,Fanzine,letra-x,Ti badu huiini rinií Diidxa Za: Una criaturita que habla Zapoteco,"The author utilizes the gender-inclusive neomorpheme -e and -x to demonstrate how the grammatical gender system of Zapoteco is not commensurable with the binary grammatical gender system of Spanish. Therefore, several gendered words are written in Spanish with gender-inclusive neomorphemes.",Valle de Meztli-Xico;Mexico,Fanzine,Ti badu huiini rinií Diidxa Za: Una criaturita que habla Zapoteco,"The author utilizes the gender-inclusive neomorpheme -e and -x to demonstrate how the grammatical gender system of Zapoteco is not commensurable with the binary grammatical gender system of Spanish. Therefore, several gendered words are written in Spanish with gender-inclusive neomorphemes.",Valle de Meztli-Xico;Mexico,Fanzine,,Ti badu huiini rinií Diidxa Za: Una criaturita que habla Zapoteco,"The author utilizes the gender-inclusive neomorpheme -e and -x to demonstrate how the grammatical gender system of Zapoteco is not commensurable with the binary grammatical gender system of Spanish. Therefore, several gendered words are written in Spanish with gender-inclusive neomorphemes.",Valle de Meztli-Xico;Mexico,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
loukanitoylxsperrxs,,Loukanito y lxs Perrxs,Loukanito y lxs Perrxs,,2014,Xalapa;Veracruz;Mexico,,Xalapa,,,,Veracruz,,,,Mexico,,,,,,,Fanzine,,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,,,,,Loukanito y lxs Perrxs,"Self-titled music project that comes with a CD with the audio component and a chapbook contextualizing the work. This anarquist project includes several passages in which the gender-inclusive neomopheme -x is used, as in ""queremos nuestrxs amigxs subversivxs en las calles"" (p. 14). ",Xalapa;Veracruz;Mexico,Fanzine,letra-x,Loukanito y lxs Perrxs,"Self-titled music project that comes with a CD with the audio component and a chapbook contextualizing the work. This anarquist project includes several passages in which the gender-inclusive neomopheme -x is used, as in ""queremos nuestrxs amigxs subversivxs en las calles"" (p. 14). ",Xalapa;Veracruz;Mexico,Fanzine,Loukanito y lxs Perrxs,"Self-titled music project that comes with a CD with the audio component and a chapbook contextualizing the work. This anarquist project includes several passages in which the gender-inclusive neomopheme -x is used, as in ""queremos nuestrxs amigxs subversivxs en las calles"" (p. 14). ",Xalapa;Veracruz;Mexico,Fanzine,,Loukanito y lxs Perrxs,"Self-titled music project that comes with a CD with the audio component and a chapbook contextualizing the work. This anarquist project includes several passages in which the gender-inclusive neomopheme -x is used, as in ""queremos nuestrxs amigxs subversivxs en las calles"" (p. 14). ",Xalapa;Veracruz;Mexico,Fanzine,Tulane University - The Doris Z. Stone Latin American Library and Research Center,,,
